Feature,MeanAbsSHAP,MeanAbsLIME
E973,0.0,0.0022798188233473142
E972,0.0,0.002408676182036316
E971,0.0,0.002582827922068333
E970,0.0,0.0025318375220827133
E969,0.0,0.0027685721265286165
E968,0.0,0.0025167064594232747
E967,0.0,0.002799557332072362
E966,0.0,0.00244456435925403
E965,0.0,0.002550556990656933
E964,0.0,0.002444262241635986
E963,0.0,0.0024078146103566904
E962,0.0,0.00268347935644679
E961,0.0,0.0024862882752272435
E960,0.0,0.0023630934809697386
E959,0.0,0.0027163108896308885
E958,0.0,0.0026303637199257346
E923,0.0,0.00253677148710489
E922,0.0,0.0024883302630679975
E921,0.0,0.002557478656687968
E888,0.0,0.003438704291299581
E886,0.0,0.0026982066628698344
E885,0.0,0.002410635452482915
E884,0.0,0.0028142122816717475
E723,0.0,0.0024571692277826833
E882,0.0,0.0022890253662022557
E881,0.0,0.0026468614383786076
E880,0.0,0.002349257038188645
E879,0.0,0.0027337734176501316
E878,0.0,0.0027041242510622543
E877,0.0,0.0024773900952527283
E876,0.0,0.0024727699312791568
E875,0.0,0.0022783465564410227
E874,0.0,0.0024462166390646634
E873,0.0,0.0026774320292246695
E872,0.0,0.0022877877011666502
E871,0.0,0.0026120792601672894
E870,0.0,0.002472002360809392
E869,0.0,0.0025881451454519287
E868,0.0,0.0024047181752265474
E867,0.0,0.00237227560321984
E866,0.0,0.0025280010825901927
E865,0.0,0.0026310389843206827
E864,0.0,0.0026784038836693037
E863,0.0,0.002196567297494542
E862,0.0,0.0028384451408103735
E861,0.0,0.0029662099011143494
E860,0.0,0.0024893699708055258
E859,0.0,0.002653162515488955
E858,0.0,0.002792128479765818
E887,0.0,0.003671054197702496
E889,0.0,0.0023841578100341036
E920,0.0,0.0022610428716628612
E890,0.0,0.0026359075173989182
E919,0.0,0.0023378256628104528
E918,0.0,0.0024339928948537717
E917,0.0,0.002585032658341448
E916,0.0,0.002500906461863674
E915,0.0,0.0026243941291293604
E914,0.0,0.0030258911289020095
E913,0.0,0.0024286221180655774
E912,0.0,0.0028092820139859285
E911,0.0,0.002473027272145548
E910,0.0,0.0026360273632940606
